InvoiceNo,Recency,Frequency,Monetary,Cluster,Segment
C564486,106,-3,-525.23,0,Low-Value Guests
C564492,106,-2,-273.96999999999997,0,Low-Value Guests
C564494,106,-1,-83.83,0,Low-Value Guests
C564498,106,-1,-77.63,0,Low-Value Guests
C566168,92,-1,-116.69,0,Low-Value Guests
C566578,87,-1,-92.93,0,Low-Value Guests
C566579,87,-1,-6.59,0,Low-Value Guests
C566889,85,-1,-5522.14,0,Low-Value Guests
C566899,85,-1,-7427.97,0,Low-Value Guests
C567130,84,-1,-1039.73,0,Low-Value Guests
C567136,84,-1,-366.27,0,Low-Value Guests
C567352,81,-1,-2653.95,0,Low-Value Guests
C567479,80,-1,-232.57,0,Low-Value Guests
C567518,80,-14,-42.699999999999996,0,Low-Value Guests
C567713,79,-3,-3.0,0,Low-Value Guests
C569495,66,-1,-10.95,0,Low-Value Guests
C570025,64,-1,-5942.57,0,Low-Value Guests
C570453,60,-1,-821.9,0,Low-Value Guests
C570454,60,-1,-472.77,0,Low-Value Guests
C570456,60,-2,-103.06,0,Low-Value Guests
C570463,60,-1,-49.65,0,Low-Value Guests
C570464,60,-1,-47.98,0,Low-Value Guests
C570468,60,-1,-238.78,0,Low-Value Guests
C570654,59,-2,-73.24,0,Low-Value Guests
C571196,57,-258,-313.86,0,Low-Value Guests
C571501,53,-1,-153.13,0,Low-Value Guests
C572346,47,-1,-49.65,0,Low-Value Guests
C572347,47,-1,-33.05,0,Low-Value Guests
C572398,47,-2,-174.04999999999998,0,Low-Value Guests
C572422,47,-2,-218.81,0,Low-Value Guests
C572441,47,-2,-197.51,0,Low-Value Guests
C572444,47,-2,-251.07,0,Low-Value Guests
C572445,47,-2,-217.81,0,Low-Value Guests
C572446,47,-2,-372.25,0,Low-Value Guests
C572448,47,-2,-329.51,0,Low-Value Guests
C572450,47,-2,-278.15,0,Low-Value Guests
C572455,47,-2,-296.23,0,Low-Value Guests
C572456,47,-2,-204.31,0,Low-Value Guests
C572467,46,-2,-318.13,0,Low-Value Guests
C572470,46,-2,-259.25,0,Low-Value Guests
C573180,43,-1,-4.15,0,Low-Value Guests
C573549,39,-1,-5942.57,0,Low-Value Guests
C573550,39,-1,-2185.04,0,Low-Value Guests
C574288,36,-1,-14.75,0,Low-Value Guests
C574897,32,-1,-5877.18,0,Low-Value Guests
C574902,32,-1,-8286.22,0,Low-Value Guests
C575153,31,-1,-33.17,0,Low-Value Guests
C576233,25,-1,-326.1,0,Low-Value Guests
C577330,21,-3,-83.88,0,Low-Value Guests
C577342,21,-1,-490.06,0,Low-Value Guests
C577343,21,-1,-27.21,0,Low-Value Guests
C577346,21,-1,-530.25,0,Low-Value Guests
C577348,21,-1,-1149.98,0,Low-Value Guests
C577779,18,-288,-288.0,0,Low-Value Guests
C578097,17,-324,-1208.04,0,Low-Value Guests
C579757,9,-24,-15.600000000000001,0,Low-Value Guests
C579907,9,-2,-15.3,0,Low-Value Guests
C580604,5,-1,-11586.5,0,Low-Value Guests
C580605,5,-1,-17836.46,0,Low-Value Guests
